Season,Date,Visitor,Visit_League,Home,HomeLeague,VisitScore,HomeScore
2010,6/25/2010,BOS,AL,SFN,NL,4,5
2010,6/26/2010,COL,NL,ANA,AL,2,4
2010,6/26/2010,WAS,NL,BAL,AL,5,6
2010,6/26/2010,CHN,NL,CHA,AL,2,3
2010,6/26/2010,SLN,NL,KCA,AL,5,3
2010,6/26/2010,PIT,NL,OAK,AL,0,5
2010,6/26/2010,ARI,NL,TBA,AL,3,5
2010,6/26/2010,HOU,NL,TEX,AL,2,7
2010,6/26/2010,PHI,NL,TOR,AL,1,5
2010,6/26/2010,DET,AL,ATL,NL,3,4
2010,6/26/2010,CLE,AL,CIN,NL,4,6
2010,6/26/2010,SDN,NL,FLO,NL,2,1
2010,6/26/2010,NYA,AL,LAN,NL,4,9
2010,6/26/2010,SEA,AL,MIL,NL,5,4
2010,6/26/2010,MIN,AL,NYN,NL,6,0
2010,6/26/2010,BOS,AL,SFN,NL,4,2
2010,6/27/2010,COL,NL,ANA,AL,3,10
2010,6/27/2010,WAS,NL,BAL,AL,3,4
2010,6/27/2010,CHN,NL,CHA,AL,8,6
2010,6/27/2010,SLN,NL,KCA,AL,3,10
2010,6/27/2010,PIT,NL,OAK,AL,2,3
2010,6/27/2010,ARI,NL,TBA,AL,2,1
2010,6/27/2010,HOU,NL,TEX,AL,1,10
2010,6/27/2010,PHI,NL,TOR,AL,11,2
2010,6/27/2010,DET,AL,ATL,NL,10,4
2010,6/27/2010,CLE,AL,CIN,NL,5,3
2010,6/27/2010,SDN,NL,FLO,NL,4,2
2010,6/27/2010,NYA,AL,LAN,NL,8,6
2010,6/27/2010,SEA,AL,MIL,NL,0,3
2010,6/27/2010,MIN,AL,NYN,NL,0,6
2010,6/27/2010,BOS,AL,SFN,NL,5,1
2010,6/28/2010,TOR,AL,CLE,AL,1,2
2010,6/28/2010,CHA,AL,KCA,AL,1,3
2010,6/28/2010,DET,AL,MIN,AL,7,5
2010,6/28/2010,WAS,NL,ATL,NL,0,5
2010,6/28/2010,PIT,NL,CHN,NL,2,1
2010,6/28/2010,PHI,NL,CIN,NL,3,7
2010,6/28/2010,NYN,NL,FLO,NL,3,10
2010,6/28/2010,HOU,NL,MIL,NL,9,5
2010,6/28/2010,COL,NL,SDN,NL,10,6
2010,6/28/2010,LAN,NL,SFN,NL,4,2
2010,6/28/2010,ARI,NL,SLN,NL,5,6
2010,6/29/2010,TEX,AL,ANA,AL,5,6
2010,6/29/2010,OAK,AL,BAL,AL,4,2
2010,6/29/2010,TBA,AL,BOS,AL,5,8
2010,6/29/2010,TOR,AL,CLE,AL,4,5
2010,6/29/2010,CHA,AL,KCA,AL,4,3
2010,6/29/2010,DET,AL,MIN,AL,4,11
2010,6/29/2010,SEA,AL,NYA,AL,7,4
2010,6/29/2010,WAS,NL,ATL,NL,7,2
2010,6/29/2010,PIT,NL,CHN,NL,1,3
2010,6/29/2010,PHI,NL,CIN,NL,9,6
2010,6/29/2010,NYN,NL,FLO,NL,6,7
2010,6/29/2010,HOU,NL,MIL,NL,5,7
2010,6/29/2010,COL,NL,SDN,NL,6,3
2010,6/29/2010,LAN,NL,SFN,NL,4,2
2010,6/29/2010,ARI,NL,SLN,NL,0,8
2010,6/30/2010,TEX,AL,ANA,AL,6,4
2010,6/30/2010,OAK,AL,BAL,AL,6,9
2010,6/30/2010,TBA,AL,BOS,AL,9,4
2010,6/30/2010,TOR,AL,CLE,AL,1,3
2010,6/30/2010,CHA,AL,KCA,AL,6,7
2010,6/30/2010,DET,AL,MIN,AL,1,5
2010,6/30/2010,SEA,AL,NYA,AL,7,0
2010,6/30/2010,WAS,NL,ATL,NL,1,4
2010,6/30/2010,PIT,NL,CHN,NL,2,0
2010,6/30/2010,PHI,NL,CIN,NL,3,4
2010,6/30/2010,NYN,NL,FLO,NL,6,5
2010,6/30/2010,HOU,NL,MIL,NL,5,1
2010,6/30/2010,COL,NL,SDN,NL,3,13
2010,6/30/2010,LAN,NL,SFN,NL,8,2
2010,6/30/2010,ARI,NL,SLN,NL,4,2
2010,7/1/2010,TEX,AL,ANA,AL,1,2
2010,7/1/2010,OAK,AL,BAL,AL,8,1
2010,7/1/2010,TOR,AL,CLE,AL,1,6
2010,7/1/2010,TBA,AL,MIN,AL,5,4
2010,7/1/2010,SEA,AL,NYA,AL,2,4
2010,7/1/2010,CIN,NL,CHN,NL,3,2
2010,7/1/2010,SFN,NL,COL,NL,3,7
2010,7/1/2010,PHI,NL,PIT,NL,2,3
2010,7/1/2010,HOU,NL,SDN,NL,6,3
2010,7/1/2010,MIL,NL,SLN,NL,4,1
2010,7/1/2010,NYN,NL,WAS,NL,1,2
2010,7/2/2010,KCA,AL,ANA,AL,2,1
2010,7/2/2010,BAL,AL,BOS,AL,2,3
2010,7/2/2010,OAK,AL,CLE,AL,3,0
2010,7/2/2010,SEA,AL,DET,AL,1,7
2010,7/2/2010,TBA,AL,MIN,AL,1,2
2010,7/2/2010,TOR,AL,NYA,AL,6,1
2010,7/2/2010,CHA,AL,TEX,AL,5,3
2010,7/2/2010,LAN,NL,ARI,NL,5,12
2010,7/2/2010,FLO,NL,ATL,NL,3,4
2010,7/2/2010,CIN,NL,CHN,NL,12,0
2010,7/2/2010,SFN,NL,COL,NL,3,6
2010,7/2/2010,PHI,NL,PIT,NL,0,2
2010,7/2/2010,HOU,NL,SDN,NL,0,3
2010,7/2/2010,MIL,NL,SLN,NL,0,5
2010,7/2/2010,NYN,NL,WAS,NL,5,3
2010,7/3/2010,KCA,AL,ANA,AL,4,2
2010,7/3/2010,BAL,AL,BOS,AL,3,9
2010,7/3/2010,OAK,AL,CLE,AL,4,5
2010,7/3/2010,SEA,AL,DET,AL,1,6
2010,7/3/2010,TBA,AL,MIN,AL,8,6
2010,7/3/2010,TOR,AL,NYA,AL,3,11
2010,7/3/2010,CHA,AL,TEX,AL,1,3
2010,7/3/2010,LAN,NL,ARI,NL,14,1
2010,7/3/2010,FLO,NL,ATL,NL,1,4
2010,7/3/2010,CIN,NL,CHN,NL,1,3
2010,7/3/2010,SFN,NL,COL,NL,11,8
2010,7/3/2010,PHI,NL,PIT,NL,12,4
2010,7/3/2010,HOU,NL,SDN,NL,0,1
2010,7/3/2010,MIL,NL,SLN,NL,12,5
2010,7/3/2010,NYN,NL,WAS,NL,5,6
2010,7/4/2010,KCA,AL,ANA,AL,0,11
2010,7/4/2010,BAL,AL,BOS,AL,6,1
2010,7/4/2010,OAK,AL,CLE,AL,3,1
2010,7/4/2010,SEA,AL,DET,AL,8,1
2010,7/4/2010,TBA,AL,MIN,AL,7,4
2010,7/4/2010,TOR,AL,NYA,AL,6,7
2010,7/4/2010,CHA,AL,TEX,AL,5,3
2010,7/4/2010,LAN,NL,ARI,NL,3,1
2010,7/4/2010,FLO,NL,ATL,NL,3,2
2010,7/4/2010,CIN,NL,CHN,NL,14,3
2010,7/4/2010,SFN,NL,COL,NL,3,4
2010,7/4/2010,PHI,NL,PIT,NL,5,8
2010,7/4/2010,HOU,NL,SDN,NL,2,3
2010,7/4/2010,MIL,NL,SLN,NL,1,7
2010,7/4/2010,NYN,NL,WAS,NL,9,5
2010,7/5/2010,ANA,AL,CHA,AL,2,9
2010,7/5/2010,BAL,AL,DET,AL,9,12
2010,7/5/2010,NYA,AL,OAK,AL,3,1
2010,7/5/2010,KCA,AL,SEA,AL,6,4
2010,7/5/2010,BOS,AL,TBA,AL,5,6
2010,7/5/2010,CLE,AL,TEX,AL,9,3
2010,7/5/2010,CHN,NL,ARI,NL,9,4
2010,7/5/2010,FLO,NL,LAN,NL,6,5
2010,7/5/2010,SFN,NL,MIL,NL,6,1
2010,7/5/2010,CIN,NL,NYN,NL,8,6
2010,7/5/2010,ATL,NL,PHI,NL,1,3
2010,7/6/2010,ANA,AL,CHA,AL,1,4
2010,7/6/2010,BAL,AL,DET,AL,5,7
2010,7/6/2010,NYA,AL,OAK,AL,6,1
2010,7/6/2010,KCA,AL,SEA,AL,3,2
2010,7/6/2010,BOS,AL,TBA,AL,2,3
2010,7/6/2010,CLE,AL,TEX,AL,1,12
2010,7/6/2010,MIN,AL,TOR,AL,7,6
2010,7/6/2010,CHN,NL,ARI,NL,6,4
2010,7/6/2010,SLN,NL,COL,NL,9,12
2010,7/6/2010,PIT,NL,HOU,NL,2,6
2010,7/6/2010,FLO,NL,LAN,NL,3,7
2010,7/6/2010,SFN,NL,MIL,NL,6,1
2010,7/6/2010,CIN,NL,NYN,NL,0,3
2010,7/6/2010,ATL,NL,PHI,NL,6,3
2010,7/6/2010,SDN,NL,WAS,NL,5,6
2010,7/7/2010,ANA,AL,CHA,AL,2,5
2010,7/7/2010,BAL,AL,DET,AL,2,4
2010,7/7/2010,NYA,AL,OAK,AL,6,2
2010,7/7/2010,KCA,AL,SEA,AL,7,3
2010,7/7/2010,BOS,AL,TBA,AL,4,6
2010,7/7/2010,CLE,AL,TEX,AL,3,4
2010,7/7/2010,MIN,AL,TOR,AL,5,6
2010,7/7/2010,CHN,NL,ARI,NL,8,3
2010,7/7/2010,SLN,NL,COL,NL,7,8
2010,7/7/2010,PIT,NL,HOU,NL,3,6
2010,7/7/2010,FLO,NL,LAN,NL,4,0
2010,7/7/2010,SFN,NL,MIL,NL,15,2
2010,7/7/2010,CIN,NL,NYN,NL,3,1
2010,7/7/2010,ATL,NL,PHI,NL,7,5
2010,7/7/2010,SDN,NL,WAS,NL,6,7
2010,7/8/2010,ANA,AL,CHA,AL,0,1
2010,7/8/2010,NYA,AL,SEA,AL,3,1
2010,7/8/2010,CLE,AL,TBA,AL,2,5
2010,7/8/2010,BAL,AL,TEX,AL,6,4
2010,7/8/2010,MIN,AL,TOR,AL,1,8
2010,7/8/2010,FLO,NL,ARI,NL,4,10
2010,7/8/2010,SLN,NL,COL,NL,2,4
2010,7/8/2010,PIT,NL,HOU,NL,0,2
2010,7/8/2010,CHN,NL,LAN,NL,2,3
2010,7/8/2010,SFN,NL,MIL,NL,9,3
2010,7/8/2010,CIN,NL,PHI,NL,3,4
2010,7/8/2010,SDN,NL,WAS,NL,7,1
2010,7/9/2010,KCA,AL,CHA,AL,2,8
2010,7/9/2010,MIN,AL,DET,AL,3,7
2010,7/9/2010,ANA,AL,OAK,AL,6,5
2010,7/9/2010,NYA,AL,SEA,AL,6,1
2010,7/9/2010,CLE,AL,TBA,AL,9,3
2010,7/9/2010,BAL,AL,TEX,AL,7,6
2010,7/9/2010,BOS,AL,TOR,AL,14,3
2010,7/9/2010,FLO,NL,ARI,NL,3,2
2010,7/9/2010,SDN,NL,COL,NL,8,10
2010,7/9/2010,SLN,NL,HOU,NL,8,0
2010,7/9/2010,CHN,NL,LAN,NL,7,9
2010,7/9/2010,PIT,NL,MIL,NL,4,5
2010,7/9/2010,ATL,NL,NYN,NL,4,2
2010,7/9/2010,CIN,NL,PHI,NL,7,9
2010,7/9/2010,SFN,NL,WAS,NL,1,8
2010,7/10/2010,KCA,AL,CHA,AL,1,5
2010,7/10/2010,MIN,AL,DET,AL,4,7
2010,7/10/2010,ANA,AL,OAK,AL,1,15
2010,7/10/2010,NYA,AL,SEA,AL,1,4
2010,7/10/2010,CLE,AL,TBA,AL,0,4
2010,7/10/2010,BAL,AL,TEX,AL,6,1
2010,7/10/2010,BOS,AL,TOR,AL,5,9
2010,7/10/2010,FLO,NL,ARI,NL,4,5
2010,7/10/2010,SDN,NL,COL,NL,2,4
2010,7/10/2010,SLN,NL,HOU,NL,1,4
2010,7/10/2010,CHN,NL,LAN,NL,7,3
2010,7/10/2010,PIT,NL,MIL,NL,3,4
2010,7/10/2010,ATL,NL,NYN,NL,4,0
2010,7/10/2010,CIN,NL,PHI,NL,0,1
2010,7/10/2010,SFN,NL,WAS,NL,10,5
2010,7/11/2010,KCA,AL,CHA,AL,5,15
2010,7/11/2010,MIN,AL,DET,AL,6,3
2010,7/11/2010,ANA,AL,OAK,AL,2,5
2010,7/11/2010,NYA,AL,SEA,AL,8,2
2010,7/11/2010,CLE,AL,TBA,AL,5,6
2010,7/11/2010,BAL,AL,TEX,AL,4,1
2010,7/11/2010,BOS,AL,TOR,AL,3,2
2010,7/11/2010,FLO,NL,ARI,NL,2,0
2010,7/11/2010,SDN,NL,COL,NL,9,7
2010,7/11/2010,SLN,NL,HOU,NL,4,2
2010,7/11/2010,CHN,NL,LAN,NL,0,7
2010,7/11/2010,PIT,NL,MIL,NL,5,6
2010,7/11/2010,ATL,NL,NYN,NL,0,3
2010,7/11/2010,CIN,NL,PHI,NL,0,1
2010,7/11/2010,SFN,NL,WAS,NL,6,2
2010,7/15/2010,SEA,AL,ANA,AL,3,8
2010,7/15/2010,TEX,AL,BOS,AL,7,2
2010,7/15/2010,CHA,AL,MIN,AL,8,7
2010,7/15/2010,MIL,NL,ATL,NL,1,2
2010,7/15/2010,PHI,NL,CHN,NL,6,12
2010,7/15/2010,NYN,NL,SFN,NL,0,2
2010,7/15/2010,LAN,NL,SLN,NL,1,7
2010,7/16/2010,SEA,AL,ANA,AL,2,3
2010,7/16/2010,TOR,AL,BAL,AL,4,2
2010,7/16/2010,TEX,AL,BOS,AL,8,4
2010,7/16/2010,DET,AL,CLE,AL,2,8
2010,7/16/2010,OAK,AL,KCA,AL,5,1
2010,7/16/2010,CHA,AL,MIN,AL,4,7
2010,7/16/2010,TBA,AL,NYA,AL,4,5
2010,7/16/2010,MIL,NL,ATL,NL,9,3
2010,7/16/2010,PHI,NL,CHN,NL,3,4
2010,7/16/2010,COL,NL,CIN,NL,2,3
2010,7/16/2010,WAS,NL,FLO,NL,4,0
2010,7/16/2010,HOU,NL,PIT,NL,5,2
2010,7/16/2010,ARI,NL,SDN,NL,1,12
2010,7/16/2010,NYN,NL,SFN,NL,0,1
2010,7/16/2010,LAN,NL,SLN,NL,4,8
2010,7/17/2010,SEA,AL,ANA,AL,6,7
2010,7/17/2010,TOR,AL,BAL,AL,3,2
2010,7/17/2010,TEX,AL,BOS,AL,2,3
2010,7/17/2010,DET,AL,CLE,AL,3,4
2010,7/17/2010,DET,AL,CLE,AL,1,2
2010,7/17/2010,OAK,AL,KCA,AL,6,5
2010,7/17/2010,CHA,AL,MIN,AL,2,3
2010,7/17/2010,TBA,AL,NYA,AL,10,5
2010,7/17/2010,MIL,NL,ATL,NL,6,3
2010,7/17/2010,PHI,NL,CHN,NL,4,1
2010,7/17/2010,COL,NL,CIN,NL,1,8
2010,7/17/2010,WAS,NL,FLO,NL,0,2
2010,7/17/2010,HOU,NL,PIT,NL,6,12
2010,7/17/2010,ARI,NL,SDN,NL,5,8
2010,7/17/2010,NYN,NL,SFN,NL,4,8
2010,7/17/2010,LAN,NL,SLN,NL,0,2
2010,7/18/2010,SEA,AL,ANA,AL,2,1
2010,7/18/2010,TOR,AL,BAL,AL,10,1
2010,7/18/2010,TEX,AL,BOS,AL,4,2
2010,7/18/2010,DET,AL,CLE,AL,2,7
2010,7/18/2010,OAK,AL,KCA,AL,9,6
2010,7/18/2010,CHA,AL,MIN,AL,6,7
2010,7/18/2010,TBA,AL,NYA,AL,5,9
2010,7/18/2010,MIL,NL,ATL,NL,6,11
2010,7/18/2010,PHI,NL,CHN,NL,6,11
2010,7/18/2010,COL,NL,CIN,NL,1,0
2010,7/18/2010,WAS,NL,FLO,NL,0,1
2010,7/18/2010,HOU,NL,PIT,NL,0,9
2010,7/18/2010,ARI,NL,SDN,NL,4,6
2010,7/18/2010,NYN,NL,SFN,NL,4,3
2010,7/18/2010,LAN,NL,SLN,NL,4,5
2010,7/19/2010,TBA,AL,BAL,AL,8,1
2010,7/19/2010,TEX,AL,DET,AL,8,6
2010,7/19/2010,TOR,AL,KCA,AL,4,5
2010,7/19/2010,CLE,AL,MIN,AL,10,4
2010,7/19/2010,BOS,AL,OAK,AL,2,1
2010,7/19/2010,CHA,AL,SEA,AL,6,1
2010,7/19/2010,NYN,NL,ARI,NL,2,13
2010,7/19/2010,HOU,NL,CHN,NL,11,5
2010,7/19/2010,WAS,NL,CIN,NL,2,7
2010,7/19/2010,COL,NL,FLO,NL,8,9
2010,7/19/2010,SFN,NL,LAN,NL,5,2
2010,7/19/2010,MIL,NL,PIT,NL,3,1
2010,7/19/2010,PHI,NL,SLN,NL,4,8
2010,7/20/2010,TBA,AL,BAL,AL,10,11
2010,7/20/2010,TEX,AL,DET,AL,8,0
2010,7/20/2010,TOR,AL,KCA,AL,13,1
2010,7/20/2010,CLE,AL,MIN,AL,4,3
2010,7/20/2010,ANA,AL,NYA,AL,10,2
2010,7/20/2010,BOS,AL,OAK,AL,4,5
2010,7/20/2010,CHA,AL,SEA,AL,4,0
2010,7/20/2010,NYN,NL,ARI,NL,2,3
2010,7/20/2010,SDN,NL,ATL,NL,1,4
2010,7/20/2010,HOU,NL,CHN,NL,7,14
2010,7/20/2010,WAS,NL,CIN,NL,7,8
2010,7/20/2010,COL,NL,FLO,NL,10,0
2010,7/20/2010,SFN,NL,LAN,NL,7,5
2010,7/20/2010,MIL,NL,PIT,NL,9,11
2010,7/20/2010,PHI,NL,SLN,NL,1,7
2010,7/21/2010,TBA,AL,BAL,AL,5,4
2010,7/21/2010,TEX,AL,DET,AL,1,4
2010,7/21/2010,TOR,AL,KCA,AL,2,5
2010,7/21/2010,CLE,AL,MIN,AL,0,6
2010,7/21/2010,ANA,AL,NYA,AL,6,10
2010,7/21/2010,BOS,AL,OAK,AL,4,6
2010,7/21/2010,CHA,AL,SEA,AL,1,2
2010,7/21/2010,NYN,NL,ARI,NL,3,4
2010,7/21/2010,SDN,NL,ATL,NL,6,4
2010,7/21/2010,HOU,NL,CHN,NL,4,3
2010,7/21/2010,WAS,NL,CIN,NL,8,5
2010,7/21/2010,COL,NL,FLO,NL,2,5
2010,7/21/2010,SFN,NL,LAN,NL,0,2
2010,7/21/2010,MIL,NL,PIT,NL,3,15
2010,7/21/2010,PHI,NL,SLN,NL,1,5
2010,7/22/2010,MIN,AL,BAL,AL,5,0
2010,7/22/2010,TOR,AL,DET,AL,2,5
2010,7/22/2010,KCA,AL,NYA,AL,4,10
2010,7/22/2010,BOS,AL,SEA,AL,8,6
2010,7/22/2010,ANA,AL,TEX,AL,2,3
2010,7/22/2010,SFN,NL,ARI,NL,3,0
2010,7/22/2010,SDN,NL,ATL,NL,0,8
2010,7/22/2010,WAS,NL,CIN,NL,7,1
2010,7/22/2010,COL,NL,FLO,NL,2,3
2010,7/22/2010,NYN,NL,LAN,NL,0,2
2010,7/22/2010,MIL,NL,PIT,NL,3,2
2010,7/22/2010,PHI,NL,SLN,NL,2,0
2010,7/23/2010,MIN,AL,BAL,AL,2,3
2010,7/23/2010,TBA,AL,CLE,AL,1,3
2010,7/23/2010,KCA,AL,NYA,AL,1,7
2010,7/23/2010,CHA,AL,OAK,AL,5,1
2010,7/23/2010,BOS,AL,SEA,AL,2,1
2010,7/23/2010,ANA,AL,TEX,AL,0,1
2010,7/23/2010,SFN,NL,ARI,NL,7,4
2010,7/23/2010,SLN,NL,CHN,NL,0,5
2010,7/23/2010,ATL,NL,FLO,NL,6,7
2010,7/23/2010,CIN,NL,HOU,NL,6,4
2010,7/23/2010,NYN,NL,LAN,NL,6,1
2010,7/23/2010,WAS,NL,MIL,NL,5,7
2010,7/23/2010,COL,NL,PHI,NL,0,6
2010,7/23/2010,SDN,NL,PIT,NL,5,3
2010,7/24/2010,MIN,AL,BAL,AL,7,2
2010,7/24/2010,TBA,AL,CLE,AL,6,3
2010,7/24/2010,TOR,AL,DET,AL,3,2
2010,7/24/2010,KCA,AL,NYA,AL,7,4
2010,7/24/2010,CHA,AL,OAK,AL,2,10
2010,7/24/2010,BOS,AL,SEA,AL,1,5
2010,7/24/2010,ANA,AL,TEX,AL,6,2
2010,7/24/2010,SFN,NL,ARI,NL,10,4
2010,7/24/2010,SLN,NL,CHN,NL,5,6
2010,7/24/2010,ATL,NL,FLO,NL,10,5
2010,7/24/2010,CIN,NL,HOU,NL,7,0
2010,7/24/2010,NYN,NL,LAN,NL,2,3
2010,7/24/2010,WAS,NL,MIL,NL,3,4
2010,7/24/2010,COL,NL,PHI,NL,2,10
2010,7/24/2010,SDN,NL,PIT,NL,9,2
2010,7/25/2010,MIN,AL,BAL,AL,10,4
2010,7/25/2010,TBA,AL,CLE,AL,4,2
2010,7/25/2010,TOR,AL,DET,AL,5,3
2010,7/25/2010,TOR,AL,DET,AL,5,6
2010,7/25/2010,KCA,AL,NYA,AL,6,12
2010,7/25/2010,CHA,AL,OAK,AL,4,6
2010,7/25/2010,BOS,AL,SEA,AL,2,4
2010,7/25/2010,ANA,AL,TEX,AL,4,6
2010,7/25/2010,SFN,NL,ARI,NL,3,2
2010,7/25/2010,SLN,NL,CHN,NL,4,3
2010,7/25/2010,ATL,NL,FLO,NL,4,5
2010,7/25/2010,CIN,NL,HOU,NL,0,4
2010,7/25/2010,NYN,NL,LAN,NL,0,1
2010,7/25/2010,WAS,NL,MIL,NL,3,8
2010,7/25/2010,COL,NL,PHI,NL,3,4
2010,7/25/2010,SDN,NL,PIT,NL,6,3
2010,7/26/2010,BOS,AL,ANA,AL,6,3
2010,7/26/2010,SEA,AL,CHA,AL,1,6
2010,7/26/2010,NYA,AL,CLE,AL,3,2
2010,7/26/2010,MIN,AL,KCA,AL,19,1
2010,7/26/2010,DET,AL,TBA,AL,0,5
2010,7/26/2010,BAL,AL,TOR,AL,5,9
2010,7/26/2010,CHN,NL,HOU,NL,5,2
2010,7/26/2010,CIN,NL,MIL,NL,2,3
2010,7/26/2010,COL,NL,PHI,NL,4,5
2010,7/26/2010,FLO,NL,SFN,NL,4,3
2010,7/27/2010,BOS,AL,ANA,AL,4,2
2010,7/27/2010,SEA,AL,CHA,AL,0,11
2010,7/27/2010,NYA,AL,CLE,AL,1,4
2010,7/27/2010,MIN,AL,KCA,AL,11,2
2010,7/27/2010,DET,AL,TBA,AL,2,3
2010,7/27/2010,OAK,AL,TEX,AL,1,3
2010,7/27/2010,BAL,AL,TOR,AL,2,8
2010,7/27/2010,PIT,NL,COL,NL,4,2
2010,7/27/2010,CHN,NL,HOU,NL,1,6
2010,7/27/2010,CIN,NL,MIL,NL,12,4
2010,7/27/2010,SLN,NL,NYN,NL,2,8
2010,7/27/2010,ARI,NL,PHI,NL,5,9
2010,7/27/2010,LAN,NL,SDN,NL,2,0
2010,7/27/2010,FLO,NL,SFN,NL,4,6
2010,7/27/2010,ATL,NL,WAS,NL,0,3
2010,7/28/2010,BOS,AL,ANA,AL,7,3
2010,7/28/2010,SEA,AL,CHA,AL,5,6
2010,7/28/2010,NYA,AL,CLE,AL,8,0
2010,7/28/2010,MIN,AL,KCA,AL,6,4
2010,7/28/2010,DET,AL,TBA,AL,4,7
2010,7/28/2010,OAK,AL,TEX,AL,3,1
2010,7/28/2010,BAL,AL,TOR,AL,0,5
2010,7/28/2010,PIT,NL,COL,NL,6,2
2010,7/28/2010,CHN,NL,HOU,NL,1,8
2010,7/28/2010,CIN,NL,MIL,NL,10,2
2010,7/28/2010,SLN,NL,NYN,NL,8,7
2010,7/28/2010,ARI,NL,PHI,NL,1,7
2010,7/28/2010,LAN,NL,SDN,NL,1,6
2010,7/28/2010,FLO,NL,SFN,NL,9,10
2010,7/28/2010,ATL,NL,WAS,NL,3,1
2010,7/29/2010,SEA,AL,CHA,AL,5,9
2010,7/29/2010,NYA,AL,CLE,AL,11,4
2010,7/29/2010,BAL,AL,KCA,AL,6,5
2010,7/29/2010,DET,AL,TBA,AL,2,4
2010,7/29/2010,OAK,AL,TEX,AL,4,7
2010,7/29/2010,PIT,NL,COL,NL,3,9
2010,7/29/2010,SLN,NL,NYN,NL,0,4
2010,7/29/2010,ARI,NL,PHI,NL,2,3
2010,7/29/2010,LAN,NL,SDN,NL,2,3
2010,7/29/2010,FLO,NL,SFN,NL,5,0
2010,7/29/2010,ATL,NL,WAS,NL,3,5
2010,7/30/2010,TEX,AL,ANA,AL,7,9
2010,7/30/2010,DET,AL,BOS,AL,6,5
2010,7/30/2010,OAK,AL,CHA,AL,1,6
2010,7/30/2010,BAL,AL,KCA,AL,5,7
2010,7/30/2010,SEA,AL,MIN,AL,3,5
2010,7/30/2010,NYA,AL,TBA,AL,2,3
2010,7/30/2010,CLE,AL,TOR,AL,1,8
2010,7/30/2010,ATL,NL,CIN,NL,6,4
2010,7/30/2010,CHN,NL,COL,NL,2,17
2010,7/30/2010,MIL,NL,HOU,NL,0,5
2010,7/30/2010,ARI,NL,NYN,NL,9,6
2010,7/30/2010,FLO,NL,SDN,NL,4,2
2010,7/30/2010,LAN,NL,SFN,NL,5,6
2010,7/30/2010,PIT,NL,SLN,NL,0,1
2010,7/30/2010,PHI,NL,WAS,NL,1,8
2010,7/31/2010,TEX,AL,ANA,AL,2,1
2010,7/31/2010,DET,AL,BOS,AL,4,5
2010,7/31/2010,OAK,AL,CHA,AL,6,2
2010,7/31/2010,BAL,AL,KCA,AL,3,4
2010,7/31/2010,SEA,AL,MIN,AL,0,4
2010,7/31/2010,NYA,AL,TBA,AL,5,4
2010,7/31/2010,CLE,AL,TOR,AL,2,1
2010,7/31/2010,ATL,NL,CIN,NL,2,5
2010,7/31/2010,CHN,NL,COL,NL,5,6
2010,7/31/2010,MIL,NL,HOU,NL,0,6
2010,7/31/2010,ARI,NL,NYN,NL,4,5
2010,7/31/2010,FLO,NL,SDN,NL,6,3
2010,7/31/2010,LAN,NL,SFN,NL,1,2
2010,7/31/2010,PIT,NL,SLN,NL,1,11
2010,7/31/2010,PHI,NL,WAS,NL,5,7
2010,8/1/2010,TEX,AL,ANA,AL,1,4
2010,8/1/2010,DET,AL,BOS,AL,3,4
2010,8/1/2010,OAK,AL,CHA,AL,1,4
2010,8/1/2010,BAL,AL,KCA,AL,4,5
2010,8/1/2010,SEA,AL,MIN,AL,0,4
2010,8/1/2010,NYA,AL,TBA,AL,0,3
2010,8/1/2010,CLE,AL,TOR,AL,5,4
2010,8/1/2010,ATL,NL,CIN,NL,1,2
2010,8/1/2010,CHN,NL,COL,NL,7,8
2010,8/1/2010,MIL,NL,HOU,NL,2,5
2010,8/1/2010,ARI,NL,NYN,NL,14,1
2010,8/1/2010,FLO,NL,SDN,NL,4,5
2010,8/1/2010,LAN,NL,SFN,NL,0,2
2010,8/1/2010,PIT,NL,SLN,NL,1,9
2010,8/1/2010,PHI,NL,WAS,NL,6,4
2010,8/2/2010,CLE,AL,BOS,AL,6,5
2010,8/2/2010,TOR,AL,NYA,AL,8,6
2010,8/2/2010,KCA,AL,OAK,AL,0,6
2010,8/2/2010,MIN,AL,TBA,AL,2,4
2010,8/2/2010,WAS,NL,ARI,NL,3,1
2010,8/2/2010,NYN,NL,ATL,NL,1,4
2010,8/2/2010,MIL,NL,CHN,NL,18,1
2010,8/2/2010,SDN,NL,LAN,NL,10,5
2010,8/2/2010,CIN,NL,PIT,NL,4,0
2010,8/2/2010,HOU,NL,SLN,NL,9,4
2010,8/3/2010,ANA,AL,BAL,AL,3,6
2010,8/3/2010,CLE,AL,BOS,AL,1,3
2010,8/3/2010,CHA,AL,DET,AL,12,2
2010,8/3/2010,CHA,AL,DET,AL,1,7
2010,8/3/2010,TOR,AL,NYA,AL,8,2
2010,8/3/2010,KCA,AL,OAK,AL,3,2
2010,8/3/2010,TEX,AL,SEA,AL,2,3
2010,8/3/2010,MIN,AL,TBA,AL,4,6
2010,8/3/2010,WAS,NL,ARI,NL,1,6
2010,8/3/2010,NYN,NL,ATL,NL,3,2
2010,8/3/2010,MIL,NL,CHN,NL,4,3
2010,8/3/2010,SFN,NL,COL,NL,10,0
2010,8/3/2010,PHI,NL,FLO,NL,6,1
2010,8/3/2010,SDN,NL,LAN,NL,1,2
2010,8/3/2010,CIN,NL,PIT,NL,6,7
2010,8/3/2010,HOU,NL,SLN,NL,18,4
