Season,DateFix,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR
2012,4/21/2013,Liverpool,Chelsea,2,2,D,0,1,A
2012,4/21/2013,Tottenham,Man City,3,1,H,0,1,A
2012,4/22/2013,Man United,Aston Villa,3,0,H,3,0,H
2012,4/27/2013,Everton,Fulham,1,0,H,1,0,H
2012,4/27/2013,Man City,West Ham,2,1,H,1,0,H
2012,4/27/2013,Newcastle,Liverpool,0,6,A,0,2,A
2012,4/27/2013,Southampton,West Brom,0,3,A,0,1,A
2012,4/27/2013,Stoke,Norwich,1,0,H,0,0,D
2012,4/27/2013,Wigan,Tottenham,2,2,D,1,1,D
2012,4/28/2013,Arsenal,Man United,1,1,D,1,1,D
2012,4/28/2013,Chelsea,Swansea,2,0,H,2,0,H
2012,4/28/2013,Reading,QPR,0,0,D,0,0,D
2012,4/29/2013,Aston Villa,Sunderland,6,1,H,2,1,H
2012,5/4/2013,Fulham,Reading,2,4,A,0,1,A
2012,5/4/2013,Norwich,Aston Villa,1,2,A,0,0,D
2012,5/4/2013,QPR,Arsenal,0,1,A,0,1,A
2012,5/4/2013,Swansea,Man City,0,0,D,0,0,D
2012,5/4/2013,Tottenham,Southampton,1,0,H,0,0,D
2012,5/4/2013,West Brom,Wigan,2,3,A,1,1,D
2012,5/4/2013,West Ham,Newcastle,0,0,D,0,0,D
2012,5/5/2013,Liverpool,Everton,0,0,D,0,0,D
2012,5/5/2013,Man United,Chelsea,0,1,A,0,0,D
2012,5/6/2013,Sunderland,Stoke,1,1,D,0,1,A
2012,5/7/2013,Man City,West Brom,1,0,H,1,0,H
2012,5/7/2013,Wigan,Swansea,2,3,A,1,0,H
2012,5/8/2013,Chelsea,Tottenham,2,2,D,2,1,H
2012,5/11/2013,Aston Villa,Chelsea,1,2,A,1,0,H
2012,5/12/2013,Everton,West Ham,2,0,H,1,0,H
2012,5/12/2013,Fulham,Liverpool,1,3,A,1,1,D
2012,5/12/2013,Man United,Swansea,2,1,H,1,0,H
2012,5/12/2013,Norwich,West Brom,4,0,H,1,0,H
2012,5/12/2013,QPR,Newcastle,1,2,A,1,2,A
2012,5/12/2013,Stoke,Tottenham,1,2,A,1,1,D
2012,5/12/2013,Sunderland,Southampton,1,1,D,0,0,D
2012,5/14/2013,Arsenal,Wigan,4,1,H,1,1,D
2012,5/14/2013,Reading,Man City,0,2,A,0,1,A
2012,5/19/2013,Chelsea,Everton,2,1,H,1,1,D
2012,5/19/2013,Liverpool,QPR,1,0,H,1,0,H
2012,5/19/2013,Man City,Norwich,2,3,A,1,1,D
2012,5/19/2013,Newcastle,Arsenal,0,1,A,0,0,D
2012,5/19/2013,Southampton,Stoke,1,1,D,0,0,D
2012,5/19/2013,Swansea,Fulham,0,3,A,0,1,A
2012,5/19/2013,Tottenham,Sunderland,1,0,H,0,0,D
2012,5/19/2013,West Brom,Man United,5,5,D,1,3,A
2012,5/19/2013,West Ham,Reading,4,2,H,2,0,H
2012,5/19/2013,Wigan,Aston Villa,2,2,D,2,1,H
2013,8/17/2013,Arsenal,Aston Villa,1,3,A,1,1,D
2013,8/17/2013,Liverpool,Stoke,1,0,H,1,0,H
2013,8/17/2013,Norwich,Everton,2,2,D,0,0,D
2013,8/17/2013,Sunderland,Fulham,0,1,A,0,0,D
2013,8/17/2013,Swansea,Man United,1,4,A,0,2,A
2013,8/17/2013,West Brom,Southampton,0,1,A,0,0,D
2013,8/17/2013,West Ham,Cardiff,2,0,H,1,0,H
2013,8/18/2013,Chelsea,Hull,2,0,H,2,0,H
2013,8/18/2013,Crystal Palace,Tottenham,0,1,A,0,0,D
2013,8/19/2013,Man City,Newcastle,4,0,H,2,0,H
2013,8/21/2013,Chelsea,Aston Villa,2,1,H,1,1,D
2013,8/24/2013,Aston Villa,Liverpool,0,1,A,0,1,A
2013,8/24/2013,Everton,West Brom,0,0,D,0,0,D
2013,8/24/2013,Fulham,Arsenal,1,3,A,0,2,A
2013,8/24/2013,Hull,Norwich,1,0,H,1,0,H
2013,8/24/2013,Newcastle,West Ham,0,0,D,0,0,D
2013,8/24/2013,Southampton,Sunderland,1,1,D,0,1,A
2013,8/24/2013,Stoke,Crystal Palace,2,1,H,0,1,A
2013,8/25/2013,Cardiff,Man City,3,2,H,0,0,D
2013,8/25/2013,Tottenham,Swansea,1,0,H,0,0,D
2013,8/26/2013,Man United,Chelsea,0,0,D,0,0,D
2013,8/31/2013,Cardiff,Everton,0,0,D,0,0,D
2013,8/31/2013,Crystal Palace,Sunderland,3,1,H,1,0,H
2013,8/31/2013,Man City,Hull,2,0,H,0,0,D
2013,8/31/2013,Newcastle,Fulham,1,0,H,0,0,D
2013,8/31/2013,Norwich,Southampton,1,0,H,0,0,D
2013,8/31/2013,West Ham,Stoke,0,1,A,0,0,D
2013,9/1/2013,Arsenal,Tottenham,1,0,H,1,0,H
2013,9/1/2013,Liverpool,Man United,1,0,H,1,0,H
2013,9/1/2013,West Brom,Swansea,0,2,A,0,1,A
2013,9/14/2013,Aston Villa,Newcastle,1,2,A,0,1,A
2013,9/14/2013,Everton,Chelsea,1,0,H,1,0,H
2013,9/14/2013,Fulham,West Brom,1,1,D,1,0,H
2013,9/14/2013,Hull,Cardiff,1,1,D,1,0,H
2013,9/14/2013,Man United,Crystal Palace,2,0,H,1,0,H
2013,9/14/2013,Stoke,Man City,0,0,D,0,0,D
2013,9/14/2013,Sunderland,Arsenal,1,3,A,0,1,A
2013,9/14/2013,Tottenham,Norwich,2,0,H,1,0,H
2013,9/15/2013,Southampton,West Ham,0,0,D,0,0,D
2013,9/16/2013,Swansea,Liverpool,2,2,D,1,2,A
2013,9/21/2013,Chelsea,Fulham,2,0,H,0,0,D
2013,9/21/2013,Liverpool,Southampton,0,1,A,0,0,D
2013,9/21/2013,Newcastle,Hull,2,3,A,2,1,H
2013,9/21/2013,Norwich,Aston Villa,0,1,A,0,1,A
2013,9/21/2013,West Brom,Sunderland,3,0,H,1,0,H
2013,9/21/2013,West Ham,Everton,2,3,A,1,0,H
2013,9/22/2013,Arsenal,Stoke,3,1,H,2,1,H
2013,9/22/2013,Cardiff,Tottenham,0,1,A,0,0,D
2013,9/22/2013,Crystal Palace,Swansea,0,2,A,0,1,A
2013,9/22/2013,Man City,Man United,4,1,H,2,0,H
2013,9/28/2013,Aston Villa,Man City,3,2,H,0,1,A
2013,9/28/2013,Fulham,Cardiff,1,2,A,1,1,D
2013,9/28/2013,Hull,West Ham,1,0,H,1,0,H
2013,9/28/2013,Man United,West Brom,1,2,A,0,0,D
2013,9/28/2013,Southampton,Crystal Palace,2,0,H,0,0,D
2013,9/28/2013,Swansea,Arsenal,1,2,A,0,0,D
2013,9/28/2013,Tottenham,Chelsea,1,1,D,1,0,H
2013,9/29/2013,Stoke,Norwich,0,1,A,0,1,A
2013,9/29/2013,Sunderland,Liverpool,1,3,A,0,2,A
2013,9/30/2013,Everton,Newcastle,3,2,H,3,0,H
2013,10/5/2013,Cardiff,Newcastle,1,2,A,0,2,A
2013,10/5/2013,Fulham,Stoke,1,0,H,0,0,D
2013,10/5/2013,Hull,Aston Villa,0,0,D,0,0,D
2013,10/5/2013,Liverpool,Crystal Palace,3,1,H,3,0,H
2013,10/5/2013,Man City,Everton,3,1,H,2,1,H
2013,10/5/2013,Sunderland,Man United,1,2,A,1,0,H
2013,10/6/2013,Norwich,Chelsea,1,3,A,0,1,A
2013,10/6/2013,Southampton,Swansea,2,0,H,1,0,H
2013,10/6/2013,Tottenham,West Ham,0,3,A,0,0,D
2013,10/6/2013,West Brom,Arsenal,1,1,D,1,0,H
2013,10/19/2013,Arsenal,Norwich,4,1,H,1,0,H
2013,10/19/2013,Chelsea,Cardiff,4,1,H,1,1,D
2013,10/19/2013,Everton,Hull,2,1,H,1,1,D
2013,10/19/2013,Man United,Southampton,1,1,D,1,0,H
2013,10/19/2013,Newcastle,Liverpool,2,2,D,1,1,D
2013,10/19/2013,Stoke,West Brom,0,0,D,0,0,D
2013,10/19/2013,Swansea,Sunderland,4,0,H,0,0,D
2013,10/19/2013,West Ham,Man City,1,3,A,0,1,A
2013,10/20/2013,Aston Villa,Tottenham,0,2,A,0,1,A
2013,10/21/2013,Crystal Palace,Fulham,1,4,A,1,2,A
2013,10/26/2013,Aston Villa,Everton,0,2,A,0,0,D
2013,10/26/2013,Crystal Palace,Arsenal,0,2,A,0,0,D
2013,10/26/2013,Liverpool,West Brom,4,1,H,2,0,H
2013,10/26/2013,Man United,Stoke,3,2,H,1,2,A
2013,10/26/2013,Norwich,Cardiff,0,0,D,0,0,D
2013,10/26/2013,Southampton,Fulham,2,0,H,2,0,H
2013,10/27/2013,Chelsea,Man City,2,1,H,1,0,H
2013,10/27/2013,Sunderland,Newcastle,2,1,H,1,0,H
2013,10/27/2013,Swansea,West Ham,0,0,D,0,0,D
2013,10/27/2013,Tottenham,Hull,1,0,H,0,0,D
2013,11/2/2013,Arsenal,Liverpool,2,0,H,1,0,H
2013,11/2/2013,Fulham,Man United,1,3,A,0,3,A
2013,11/2/2013,Hull,Sunderland,1,0,H,1,0,H
2013,11/2/2013,Man City,Norwich,7,0,H,4,0,H
2013,11/2/2013,Newcastle,Chelsea,2,0,H,0,0,D
2013,11/2/2013,Stoke,Southampton,1,1,D,1,1,D
2013,11/2/2013,West Brom,Crystal Palace,2,0,H,1,0,H
2013,11/2/2013,West Ham,Aston Villa,0,0,D,0,0,D
2013,11/3/2013,Cardiff,Swansea,1,0,H,0,0,D
2013,11/3/2013,Everton,Tottenham,0,0,D,0,0,D
2013,11/9/2013,Aston Villa,Cardiff,2,0,H,0,0,D
2013,11/9/2013,Chelsea,West Brom,2,2,D,1,0,H
2013,11/9/2013,Crystal Palace,Everton,0,0,D,0,0,D
2013,11/9/2013,Liverpool,Fulham,4,0,H,3,0,H
2013,11/9/2013,Norwich,West Ham,3,1,H,0,1,A
2013,11/9/2013,Southampton,Hull,4,1,H,3,0,H
2013,11/10/2013,Man United,Arsenal,1,0,H,1,0,H
2013,11/10/2013,Sunderland,Man City,1,0,H,1,0,H
2013,11/10/2013,Swansea,Stoke,3,3,D,0,2,A
2013,11/10/2013,Tottenham,Newcastle,0,1,A,0,1,A
2013,11/23/2013,Arsenal,Southampton,2,0,H,1,0,H
2013,11/23/2013,Everton,Liverpool,3,3,D,1,2,A
2013,11/23/2013,Fulham,Swansea,1,2,A,0,0,D
2013,11/23/2013,Hull,Crystal Palace,0,1,A,0,0,D
2013,11/23/2013,Newcastle,Norwich,2,1,H,2,0,H
2013,11/23/2013,Stoke,Sunderland,2,0,H,1,0,H
2013,11/23/2013,West Ham,Chelsea,0,3,A,0,2,A
2013,11/24/2013,Cardiff,Man United,2,2,D,1,2,A
2013,11/24/2013,Man City,Tottenham,6,0,H,3,0,H
2013,11/25/2013,West Brom,Aston Villa,2,2,D,2,0,H
2013,11/30/2013,Aston Villa,Sunderland,0,0,D,0,0,D
2013,11/30/2013,Cardiff,Arsenal,0,3,A,0,1,A
2013,11/30/2013,Everton,Stoke,4,0,H,1,0,H
2013,11/30/2013,Newcastle,West Brom,2,1,H,1,0,H
2013,11/30/2013,Norwich,Crystal Palace,1,0,H,1,0,H
2013,11/30/2013,West Ham,Fulham,3,0,H,0,0,D
2013,12/1/2013,Chelsea,Southampton,3,1,H,0,1,A
2013,12/1/2013,Hull,Liverpool,3,1,H,1,1,D
2013,12/1/2013,Man City,Swansea,3,0,H,1,0,H
2013,12/1/2013,Tottenham,Man United,2,2,D,1,1,D
2013,12/3/2013,Crystal Palace,West Ham,1,0,H,1,0,H
2013,12/4/2013,Arsenal,Hull,2,0,H,1,0,H
2013,12/4/2013,Fulham,Tottenham,1,2,A,0,0,D
2013,12/4/2013,Liverpool,Norwich,5,1,H,3,0,H
2013,12/4/2013,Man United,Everton,0,1,A,0,0,D
2013,12/4/2013,Southampton,Aston Villa,2,3,A,0,1,A
2013,12/4/2013,Stoke,Cardiff,0,0,D,0,0,D
2013,12/4/2013,Sunderland,Chelsea,3,4,A,1,2,A
2013,12/4/2013,Swansea,Newcastle,3,0,H,1,0,H
2013,12/4/2013,West Brom,Man City,2,3,A,0,2,A
2013,12/7/2013,Crystal Palace,Cardiff,2,0,H,1,0,H
2013,12/7/2013,Liverpool,West Ham,4,1,H,1,0,H
2013,12/7/2013,Man United,Newcastle,0,1,A,0,0,D
2013,12/7/2013,Southampton,Man City,1,1,D,1,1,D
2013,12/7/2013,Stoke,Chelsea,3,2,H,1,1,D
2013,12/7/2013,Sunderland,Tottenham,1,2,A,1,1,D
2013,12/7/2013,West Brom,Norwich,0,2,A,0,1,A
2013,12/8/2013,Arsenal,Everton,1,1,D,0,0,D
2013,12/8/2013,Fulham,Aston Villa,2,0,H,2,0,H
2013,12/9/2013,Swansea,Hull,1,1,D,0,1,A
2013,12/14/2013,Cardiff,West Brom,1,0,H,0,0,D
2013,12/14/2013,Chelsea,Crystal Palace,2,1,H,2,1,H
2013,12/14/2013,Everton,Fulham,4,1,H,1,0,H
2013,12/14/2013,Hull,Stoke,0,0,D,0,0,D
2013,12/14/2013,Man City,Arsenal,6,3,H,2,1,H
2013,12/14/2013,Newcastle,Southampton,1,1,D,1,0,H
2013,12/14/2013,West Ham,Sunderland,0,0,D,0,0,D
2013,12/15/2013,Aston Villa,Man United,0,3,A,0,2,A
2013,12/15/2013,Norwich,Swansea,1,1,D,1,1,D
2013,12/15/2013,Tottenham,Liverpool,0,5,A,0,2,A
2013,12/21/2013,Crystal Palace,Newcastle,0,3,A,0,2,A
2013,12/21/2013,Fulham,Man City,2,4,A,0,2,A
2013,12/21/2013,Liverpool,Cardiff,3,1,H,3,0,H
2013,12/21/2013,Man United,West Ham,3,1,H,2,0,H
2013,12/21/2013,Stoke,Aston Villa,2,1,H,0,0,D
2013,12/21/2013,Sunderland,Norwich,0,0,D,0,0,D
2013,12/21/2013,West Brom,Hull,1,1,D,0,1,A
2013,12/22/2013,Southampton,Tottenham,2,3,A,1,1,D
2013,12/22/2013,Swansea,Everton,1,2,A,0,0,D
2013,12/23/2013,Arsenal,Chelsea,0,0,D,0,0,D
2013,12/26/2013,Aston Villa,Crystal Palace,0,1,A,0,0,D
2013,12/26/2013,Cardiff,Southampton,0,3,A,0,3,A
2013,12/26/2013,Chelsea,Swansea,1,0,H,1,0,H
2013,12/26/2013,Everton,Sunderland,0,1,A,0,1,A
2013,12/26/2013,Hull,Man United,2,3,A,2,2,D
2013,12/26/2013,Man City,Liverpool,2,1,H,2,1,H
2013,12/26/2013,Newcastle,Stoke,5,1,H,1,1,D
2013,12/26/2013,Norwich,Fulham,1,2,A,1,1,D
2013,12/26/2013,Tottenham,West Brom,1,1,D,1,1,D
2013,12/26/2013,West Ham,Arsenal,1,3,A,0,0,D
2013,12/28/2013,Aston Villa,Swansea,1,1,D,1,1,D
2013,12/28/2013,Cardiff,Sunderland,2,2,D,1,0,H
2013,12/28/2013,Hull,Fulham,6,0,H,0,0,D
2013,12/28/2013,Man City,Crystal Palace,1,0,H,0,0,D
2013,12/28/2013,Norwich,Man United,0,1,A,0,0,D
2013,12/28/2013,West Ham,West Brom,3,3,D,1,2,A
2013,12/29/2013,Chelsea,Liverpool,2,1,H,2,1,H
2013,12/29/2013,Everton,Southampton,2,1,H,1,0,H
2013,12/29/2013,Newcastle,Arsenal,0,1,A,0,0,D
2013,12/29/2013,Tottenham,Stoke,3,0,H,1,0,H
2013,1/1/2014,Arsenal,Cardiff,2,0,H,0,0,D
2013,1/1/2014,Crystal Palace,Norwich,1,1,D,1,1,D
2013,1/1/2014,Fulham,West Ham,2,1,H,1,1,D
2013,1/1/2014,Liverpool,Hull,2,0,H,1,0,H
2013,1/1/2014,Man United,Tottenham,1,2,A,0,1,A
2013,1/1/2014,Southampton,Chelsea,0,3,A,0,0,D
2013,1/1/2014,Stoke,Everton,1,1,D,0,0,D
2013,1/1/2014,Sunderland,Aston Villa,0,1,A,0,1,A
2013,1/1/2014,Swansea,Man City,2,3,A,1,1,D
2013,1/1/2014,West Brom,Newcastle,1,0,H,0,0,D
2013,1/11/2014,Cardiff,West Ham,0,2,A,0,1,A
2013,1/11/2014,Everton,Norwich,2,0,H,1,0,H
2013,1/11/2014,Fulham,Sunderland,1,4,A,0,2,A
2013,1/11/2014,Hull,Chelsea,0,2,A,0,0,D
2013,1/11/2014,Man United,Swansea,2,0,H,0,0,D
2013,1/11/2014,Southampton,West Brom,1,0,H,0,0,D
2013,1/11/2014,Tottenham,Crystal Palace,2,0,H,0,0,D
2013,1/12/2014,Newcastle,Man City,0,2,A,0,1,A
2013,1/12/2014,Stoke,Liverpool,3,5,A,2,2,D
2013,1/13/2014,Aston Villa,Arsenal,1,2,A,0,2,A
2013,1/18/2014,Arsenal,Fulham,2,0,H,0,0,D
2013,1/18/2014,Crystal Palace,Stoke,1,0,H,0,0,D
2013,1/18/2014,Liverpool,Aston Villa,2,2,D,1,2,A
2013,1/18/2014,Man City,Cardiff,4,2,H,2,1,H
2013,1/18/2014,Norwich,Hull,1,0,H,0,0,D
2013,1/18/2014,Sunderland,Southampton,2,2,D,1,2,A
2013,1/18/2014,West Ham,Newcastle,1,3,A,1,2,A
2013,1/19/2014,Chelsea,Man United,3,1,H,2,0,H
2013,1/19/2014,Swansea,Tottenham,1,3,A,0,1,A
2013,1/20/2014,West Brom,Everton,1,1,D,0,1,A
2013,1/28/2014,Crystal Palace,Hull,1,0,H,1,0,H
2013,1/28/2014,Liverpool,Everton,4,0,H,3,0,H
2013,1/28/2014,Man United,Cardiff,2,0,H,1,0,H
2013,1/28/2014,Norwich,Newcastle,0,0,D,0,0,D
2013,1/28/2014,Southampton,Arsenal,2,2,D,1,0,H
2013,1/28/2014,Swansea,Fulham,2,0,H,0,0,D
2013,1/29/2014,Aston Villa,West Brom,4,3,H,3,3,D
2013,1/29/2014,Chelsea,West Ham,0,0,D,0,0,D
2013,1/29/2014,Sunderland,Stoke,1,0,H,1,0,H
2013,1/29/2014,Tottenham,Man City,1,5,A,0,1,A
2013,2/1/2014,Cardiff,Norwich,2,1,H,0,1,A
2013,2/1/2014,Everton,Aston Villa,2,1,H,0,1,A
2013,2/1/2014,Fulham,Southampton,0,3,A,0,0,D
2013,2/1/2014,Hull,Tottenham,1,1,D,1,0,H
2013,2/1/2014,Newcastle,Sunderland,0,3,A,0,2,A
2013,2/1/2014,Stoke,Man United,2,1,H,1,0,H
2013,2/1/2014,West Ham,Swansea,2,0,H,2,0,H
2013,2/2/2014,Arsenal,Crystal Palace,2,0,H,0,0,D
2013,2/2/2014,West Brom,Liverpool,1,1,D,0,1,A
2013,2/3/2014,Man City,Chelsea,0,1,A,0,1,A
2013,2/8/2014,Aston Villa,West Ham,0,2,A,0,0,D
2013,2/8/2014,Chelsea,Newcastle,3,0,H,2,0,H
2013,2/8/2014,Crystal Palace,West Brom,3,1,H,2,0,H
2013,2/8/2014,Liverpool,Arsenal,5,1,H,4,0,H
2013,2/8/2014,Norwich,Man City,0,0,D,0,0,D
2013,2/8/2014,Southampton,Stoke,2,2,D,2,2,D
2013,2/8/2014,Sunderland,Hull,0,2,A,0,1,A
2013,2/8/2014,Swansea,Cardiff,3,0,H,0,0,D
2013,2/9/2014,Man United,Fulham,2,2,D,0,1,A
2013,2/9/2014,Tottenham,Everton,1,0,H,0,0,D
2013,2/11/2014,Cardiff,Aston Villa,0,0,D,0,0,D
2013,2/11/2014,Hull,Southampton,0,1,A,0,0,D
2013,2/11/2014,West Brom,Chelsea,1,1,D,0,1,A
2013,2/11/2014,West Ham,Norwich,2,0,H,0,0,D
2013,2/12/2014,Arsenal,Man United,0,0,D,0,0,D
2013,2/12/2014,Fulham,Liverpool,2,3,A,1,1,D
2013,2/12/2014,Newcastle,Tottenham,0,4,A,0,1,A
2013,2/12/2014,Stoke,Swansea,1,1,D,1,0,H
2013,2/22/2014,Arsenal,Sunderland,4,1,H,3,0,H
2013,2/22/2014,Cardiff,Hull,0,4,A,0,2,A
2013,2/22/2014,Chelsea,Everton,1,0,H,0,0,D
2013,2/22/2014,Crystal Palace,Man United,0,2,A,0,0,D
2013,2/22/2014,Man City,Stoke,1,0,H,0,0,D
2013,2/22/2014,West Brom,Fulham,1,1,D,0,1,A
2013,2/22/2014,West Ham,Southampton,3,1,H,2,1,H
2013,2/23/2014,Liverpool,Swansea,4,3,H,3,2,H
2013,2/23/2014,Newcastle,Aston Villa,1,0,H,0,0,D
2013,2/23/2014,Norwich,Tottenham,1,0,H,0,0,D
2013,3/1/2014,Everton,West Ham,1,0,H,0,0,D
2013,3/1/2014,Fulham,Chelsea,1,3,A,0,0,D
2013,3/1/2014,Hull,Newcastle,1,4,A,0,2,A
2013,3/1/2014,Southampton,Liverpool,0,3,A,0,1,A
2013,3/1/2014,Stoke,Arsenal,1,0,H,0,0,D
2013,3/2/2014,Aston Villa,Norwich,4,1,H,4,1,H
2013,3/2/2014,Swansea,Crystal Palace,1,1,D,1,0,H
2013,3/2/2014,Tottenham,Cardiff,1,0,H,1,0,H
2013,3/8/2014,Cardiff,Fulham,3,1,H,1,0,H
2013,3/8/2014,Chelsea,Tottenham,4,0,H,0,0,D
2013,3/8/2014,Crystal Palace,Southampton,0,1,A,0,1,A
2013,3/8/2014,Norwich,Stoke,1,1,D,0,0,D
2013,3/8/2014,West Brom,Man United,0,3,A,0,1,A
2013,3/15/2014,Aston Villa,Chelsea,1,0,H,0,0,D
2013,3/15/2014,Everton,Cardiff,2,1,H,0,0,D
2013,3/15/2014,Fulham,Newcastle,1,0,H,0,0,D
2013,3/15/2014,Hull,Man City,0,2,A,0,1,A
2013,3/15/2014,Southampton,Norwich,4,2,H,1,0,H
2013,3/15/2014,Stoke,West Ham,3,1,H,1,1,D
2013,3/15/2014,Sunderland,Crystal Palace,0,0,D,0,0,D
2013,3/15/2014,Swansea,West Brom,1,2,A,1,0,H
2013,3/16/2014,Man United,Liverpool,0,3,A,0,1,A
2013,3/16/2014,Tottenham,Arsenal,0,1,A,0,1,A
2013,3/22/2014,Cardiff,Liverpool,3,6,A,2,2,D
2013,3/22/2014,Chelsea,Arsenal,6,0,H,4,0,H
2013,3/22/2014,Everton,Swansea,3,2,H,1,1,D
2013,3/22/2014,Hull,West Brom,2,0,H,2,0,H
2013,3/22/2014,Man City,Fulham,5,0,H,1,0,H
2013,3/22/2014,Newcastle,Crystal Palace,1,0,H,0,0,D
2013,3/22/2014,Norwich,Sunderland,2,0,H,2,0,H
2013,3/22/2014,West Ham,Man United,0,2,A,0,2,A
2013,3/23/2014,Aston Villa,Stoke,1,4,A,1,3,A
2013,3/23/2014,Tottenham,Southampton,3,2,H,1,2,A
2013,3/25/2014,Arsenal,Swansea,2,2,D,0,1,A
2013,3/25/2014,Man United,Man City,0,3,A,0,1,A
2013,3/25/2014,Newcastle,Everton,0,3,A,0,1,A
2013,3/26/2014,Liverpool,Sunderland,2,1,H,1,0,H
2013,3/26/2014,West Ham,Hull,2,1,H,1,0,H
2013,3/29/2014,Arsenal,Man City,1,1,D,0,1,A
2013,3/29/2014,Crystal Palace,Chelsea,1,0,H,0,0,D
2013,3/29/2014,Man United,Aston Villa,4,1,H,2,1,H
2013,3/29/2014,Southampton,Newcastle,4,0,H,1,0,H
2013,3/29/2014,Stoke,Hull,1,0,H,0,0,D
2013,3/29/2014,Swansea,Norwich,3,0,H,2,0,H
2013,3/29/2014,West Brom,Cardiff,3,3,D,2,1,H
2013,3/30/2014,Fulham,Everton,1,3,A,0,0,D
2013,3/30/2014,Liverpool,Tottenham,4,0,H,2,0,H
2013,3/31/2014,Sunderland,West Ham,1,2,A,0,1,A
2013,4/5/2014,Aston Villa,Fulham,1,2,A,0,0,D
2013,4/5/2014,Cardiff,Crystal Palace,0,3,A,0,1,A
2013,4/5/2014,Chelsea,Stoke,3,0,H,1,0,H
2013,4/5/2014,Hull,Swansea,1,0,H,1,0,H
2013,4/5/2014,Man City,Southampton,4,1,H,3,1,H
2013,4/5/2014,Newcastle,Man United,0,4,A,0,1,A
2013,4/5/2014,Norwich,West Brom,0,1,A,0,1,A
2013,4/6/2014,Everton,Arsenal,3,0,H,2,0,H
2013,4/6/2014,West Ham,Liverpool,1,2,A,1,1,D
2013,4/7/2014,Tottenham,Sunderland,5,1,H,1,1,D
2013,4/12/2014,Crystal Palace,Aston Villa,1,0,H,0,0,D
2013,4/12/2014,Fulham,Norwich,1,0,H,1,0,H
2013,4/12/2014,Southampton,Cardiff,0,1,A,0,0,D
2013,4/12/2014,Stoke,Newcastle,1,0,H,1,0,H
2013,4/12/2014,Sunderland,Everton,0,1,A,0,0,D
2013,4/12/2014,West Brom,Tottenham,3,3,D,3,1,H
2013,4/13/2014,Liverpool,Man City,3,2,H,2,0,H
2013,4/13/2014,Swansea,Chelsea,0,1,A,0,0,D
2013,4/15/2014,Arsenal,West Ham,3,1,H,1,1,D
2013,4/16/2014,Everton,Crystal Palace,2,3,A,0,1,A
2013,4/16/2014,Man City,Sunderland,2,2,D,1,0,H
2013,4/19/2014,Aston Villa,Southampton,0,0,D,0,0,D
2013,4/19/2014,Cardiff,Stoke,1,1,D,0,1,A
2013,4/19/2014,Chelsea,Sunderland,1,2,A,1,1,D
2013,4/19/2014,Newcastle,Swansea,1,2,A,1,1,D
2013,4/19/2014,Tottenham,Fulham,3,1,H,1,1,D
2013,4/19/2014,West Ham,Crystal Palace,0,1,A,0,0,D
2013,4/20/2014,Everton,Man United,2,0,H,2,0,H
2013,4/20/2014,Hull,Arsenal,0,3,A,0,2,A
2013,4/20/2014,Norwich,Liverpool,2,3,A,0,2,A
2013,4/21/2014,Man City,West Brom,3,1,H,3,1,H
2013,4/26/2014,Fulham,Hull,2,2,D,0,0,D
2013,4/26/2014,Man United,Norwich,4,0,H,1,0,H
2013,4/26/2014,Southampton,Everton,2,0,H,2,0,H
2013,4/26/2014,Stoke,Tottenham,0,1,A,0,1,A
2013,4/26/2014,Swansea,Aston Villa,4,1,H,2,1,H
2013,4/26/2014,West Brom,West Ham,1,0,H,1,0,H
2013,4/27/2014,Crystal Palace,Man City,0,2,A,0,2,A
2013,4/27/2014,Liverpool,Chelsea,0,2,A,0,1,A
2013,4/27/2014,Sunderland,Cardiff,4,0,H,2,0,H
2013,4/28/2014,Arsenal,Newcastle,3,0,H,2,0,H
2013,5/3/2014,Aston Villa,Hull,3,1,H,3,1,H
2013,5/3/2014,Everton,Man City,2,3,A,1,2,A
2013,5/3/2014,Man United,Sunderland,0,1,A,0,1,A
2013,5/3/2014,Newcastle,Cardiff,3,0,H,1,0,H
2013,5/3/2014,Stoke,Fulham,4,1,H,1,0,H
2013,5/3/2014,Swansea,Southampton,0,1,A,0,0,D
2013,5/3/2014,West Ham,Tottenham,2,0,H,2,0,H
2013,5/4/2014,Arsenal,West Brom,1,0,H,1,0,H
2013,5/4/2014,Chelsea,Norwich,0,0,D,0,0,D
2013,5/5/2014,Crystal Palace,Liverpool,3,3,D,0,1,A
2013,5/6/2014,Man United,Hull,3,1,H,1,0,H
2013,5/7/2014,Man City,Aston Villa,4,0,H,0,0,D
2013,5/7/2014,Sunderland,West Brom,2,0,H,2,0,H
2013,5/11/2014,Cardiff,Chelsea,1,2,A,1,0,H
2013,5/11/2014,Fulham,Crystal Palace,2,2,D,0,1,A
2013,5/11/2014,Hull,Everton,0,2,A,0,1,A
2013,5/11/2014,Liverpool,Newcastle,2,1,H,0,1,A
2013,5/11/2014,Man City,West Ham,2,0,H,1,0,H
2013,5/11/2014,Norwich,Arsenal,0,2,A,0,0,D
2013,5/11/2014,Southampton,Man United,1,1,D,1,0,H
2013,5/11/2014,Sunderland,Swansea,1,3,A,0,2,A
2013,5/11/2014,Tottenham,Aston Villa,3,0,H,3,0,H
